epoch,step,train/cardinality_error_step,train/loss_bbox_step,train/loss_ce_step,train/loss_giou_step,train/loss_step
0,0,89.0,0.31948694586753845,2.0706541538238525,0.8076694011688232,5.283427715301514
0,1,80.0,0.24337606132030487,2.654233455657959,1.0330023765563965,5.9371185302734375
0,2,76.0,0.551622748374939,2.4116036891937256,1.3866771459579468,7.943072319030762
0,3,24.0,0.5657734274864197,2.2052133083343506,1.5375473499298096,8.109174728393555
0,4,80.0,0.5652818083763123,2.0803048610687256,1.4305012226104736,7.767716407775879
0,5,63.0,0.3568349778652191,1.862990140914917,1.1921669244766235,6.031498908996582
0,6,49.0,0.4814099669456482,1.9481542110443115,1.3218752145767212,6.998954772949219
0,7,32.0,0.46061667799949646,1.664543628692627,1.1590991020202637,6.285825252532959
0,8,79.0,0.5414875745773315,1.7332863807678223,1.2346975803375244,6.910119533538818
0,9,59.0,0.3959704041481018,1.570999264717102,1.078673005104065,5.708197593688965
0,10,85.0,0.3713580369949341,1.4927374124526978,0.968096137046814,5.285719871520996
0,11,75.0,0.43256640434265137,1.65192449092865,1.0324842929840088,5.879724979400635
0,12,88.0,0.3214430809020996,1.5441374778747559,0.9633696675300598,5.078092098236084
0,13,80.0,0.36730608344078064,1.6577633619308472,1.0559630393981934,5.60621976852417
0,14,47.0,0.47314390540122986,1.611392617225647,1.3062641620635986,6.5896406173706055
0,15,85.0,0.12614530324935913,1.412081241607666,0.09949237108230591,2.241792678833008
0,16,81.0,0.33930158615112305,1.1878993511199951,1.0348085165023804,4.954024314880371
0,17,73.0,0.25561442971229553,1.544775128364563,0.779756486415863,4.382360458374023
0,18,79.0,0.25548553466796875,1.8206055164337158,0.6288744807243347,4.3557820320129395
0,19,33.0,0.21951521933078766,1.4357295036315918,0.7250446081161499,3.9833948612213135
0,20,1.0,0.34276092052459717,1.6508758068084717,1.0602604150772095,5.485200881958008
0,21,9.0,0.25026941299438477,1.499706506729126,0.8610588312149048,4.473171234130859
0,22,42.0,0.2399376928806305,1.7419869899749756,1.049697756767273,5.041070938110352
0,23,16.0,0.2860654294490814,1.5037158727645874,0.8170087933540344,4.568060398101807
0,24,14.0,0.26324740052223206,1.654280662536621,0.8399516940116882,4.650421142578125
0,25,21.0,0.25753089785575867,1.4644299745559692,0.9088180065155029,4.569720268249512
0,26,9.0,0.26732778549194336,1.2505661249160767,0.7663539052009583,4.119912624359131
0,27,11.0,0.2341475635766983,1.3791046142578125,0.846032977104187,4.241908073425293
0,28,10.0,0.31401172280311584,1.1265015602111816,0.9934375882148743,4.683435440063477
0,29,14.0,0.22812040150165558,1.3791245222091675,0.8979430198669434,4.31561279296875
0,30,21.0,0.2605700194835663,1.3366411924362183,0.9644958972930908,4.568483352661133
0,31,36.0,0.3061610758304596,0.941940426826477,1.0965749025344849,4.665895462036133
0,32,59.0,0.2868615686893463,1.2309561967849731,0.9778208136558533,4.620905876159668
0,33,75.0,0.22991134226322174,1.243648886680603,0.9490900039672852,4.291385650634766
0,34,72.0,0.27103328704833984,1.150132179260254,0.9194645285606384,4.3442277908325195
0,35,77.0,0.30793997645378113,2.099618434906006,0.8203579783439636,5.28003454208374
0,36,73.0,0.1716475486755371,1.3724530935287476,0.8221460580825806,3.874983072280884
0,37,70.0,0.25198036432266235,1.2875341176986694,0.9078072905540466,4.36305046081543
0,38,50.0,0.2554128170013428,1.2248663902282715,0.9121993780136108,4.326329231262207
0,39,64.0,0.2555857300758362,1.416717767715454,1.038217544555664,4.771081447601318
0,40,28.0,0.2776472568511963,1.1071040630340576,0.9396230578422546,4.374586582183838
0,41,26.0,0.20787577331066132,1.9090193510055542,0.8956816792488098,4.7397613525390625
0,42,8.0,0.24674218893051147,1.021475911140442,0.9484248757362366,4.152036666870117
0,43,43.0,0.3038043677806854,1.822141408920288,0.9527873396873474,5.246737957000732
0,44,19.0,0.3438141345977783,1.0872124433517456,1.0626029968261719,4.931488990783691
0,45,5.0,0.3479977548122406,1.3123588562011719,1.0155799388885498,5.083507537841797
0,46,25.0,0.4370362162590027,1.6615127325057983,1.0743087530136108,5.995311737060547
0,47,31.0,0.3043401837348938,1.1609106063842773,1.0030642747879028,4.688739776611328
0,48,21.0,0.25610941648483276,1.1828416585922241,0.952675461769104,4.368740081787109
0,49,6.0,0.28846311569213867,1.1515278816223145,1.1276737451553345,4.849190711975098
0,50,22.0,0.425213098526001,1.0528191328048706,0.4077320694923401,3.9943485260009766
0,51,8.0,0.3171202540397644,1.0723843574523926,1.0510104894638062,4.760006904602051
0,52,9.0,0.27129215002059937,1.3595353364944458,0.8346623182296753,4.385320663452148
0,53,11.0,0.25002115964889526,1.0880370140075684,0.657606840133667,3.6533565521240234
0,54,16.0,0.2946339249610901,1.2662842273712158,1.091736912727356,4.9229278564453125
0,55,6.0,0.254152774810791,1.1040654182434082,1.0399764776229858,4.454782485961914
0,56,3.0,0.2885894179344177,1.2601360082626343,0.8599074482917786,4.422897815704346
0,57,5.0,0.3797100782394409,1.1047875881195068,1.087310552597046,5.177958965301514
0,58,9.0,0.22026211023330688,1.2624117136001587,0.869346022605896,4.102414131164551
0,59,5.0,0.37258046865463257,0.9847080111503601,0.915360152721405,4.678330898284912
0,60,28.0,0.28074732422828674,2.004643440246582,0.9289137125015259,5.266207695007324
0,61,1.0,0.3042151927947998,1.0765438079833984,1.0750792026519775,4.747777938842773
0,62,52.0,0.2284993678331375,1.2445286512374878,0.7534506320953369,3.8939266204833984
0,63,44.0,0.25961294770240784,1.1852037906646729,0.8096082210540771,4.102484703063965
0,64,42.0,0.32362228631973267,3.544473648071289,0.940923810005188,7.044432640075684
0,65,37.0,0.32645347714424133,1.3067309856414795,0.9551541209220886,4.849306583404541
0,66,49.0,0.24958309531211853,2.5496902465820312,0.8092787265777588,5.416163444519043
0,67,29.0,0.24305395781993866,1.2706489562988281,0.7659479975700378,4.017814636230469
0,68,45.0,0.23522025346755981,0.9488309025764465,0.8447925448417664,3.814517021179199
0,69,10.0,0.48916733264923096,1.3746979236602783,1.1091221570968628,6.038778781890869
0,70,13.0,0.3392571806907654,1.0492029190063477,0.8330625295639038,4.411613941192627
0,71,23.0,0.1761215776205063,0.9493162035942078,0.6749349236488342,3.1797938346862793
0,72,19.0,0.2398756742477417,1.206022024154663,0.846580982208252,4.098562240600586
0,73,35.0,0.25252872705459595,1.149256706237793,0.772840142250061,3.95758056640625
0,74,45.0,0.21718698740005493,1.5208576917648315,0.7798158526420593,4.16642427444458
0,75,45.0,0.22031794488430023,1.258373737335205,0.7943082451820374,3.948579788208008
0,76,48.0,0.3253946006298065,1.268603801727295,1.1593818664550781,5.214340686798096
0,77,47.0,0.23090188205242157,1.2033978700637817,0.8741152882575989,4.106137752532959
0,78,46.0,0.2529236078262329,1.907861351966858,0.910700261592865,4.993879795074463
0,79,45.0,0.20150277018547058,1.0741044282913208,0.9106690883636475,3.902956485748291
0,80,64.0,0.1946772187948227,1.5131744146347046,0.6666524410247803,3.8198654651641846
0,81,55.0,0.23420758545398712,1.4742933511734009,1.0595489740371704,4.764429092407227
0,82,12.0,0.3615743815898895,1.673509120941162,1.2785440683364868,6.038469314575195
0,83,65.0,0.25076085329055786,1.7507859468460083,0.8095695376396179,4.623729228973389
0,84,58.0,0.26084572076797485,1.0681148767471313,0.6846579313278198,3.74165940284729
0,85,35.0,0.2036692202091217,1.2018522024154663,0.8401570320129395,3.900512218475342
0,86,29.0,0.2261030375957489,1.277931809425354,0.9987427592277527,4.405932426452637
0,87,25.0,0.26829957962036133,1.4126936197280884,0.8412753939628601,4.436742305755615
0,88,29.0,0.2103680670261383,1.1874972581863403,0.9168451428413391,4.073027610778809
0,89,24.0,0.19604982435703278,1.3281687498092651,0.8023239374160767,3.9130656719207764
0,90,45.0,0.2952558398246765,1.3219795227050781,0.8781677484512329,4.554594039916992
0,91,62.0,0.26337146759033203,1.2875452041625977,0.9863365292549133,4.577075481414795
0,92,42.0,0.239026740193367,1.6320831775665283,0.8270935416221619,4.481403827667236
0,93,45.0,0.22875574231147766,1.1963317394256592,0.8029017448425293,3.945913791656494
0,94,49.0,0.23766806721687317,0.964806318283081,0.8588982820510864,3.870943307876587
0,95,69.0,0.25595951080322266,2.1812005043029785,0.6918768286705017,4.844751834869385
0,96,46.0,0.2439059168100357,1.3005436658859253,0.7914851903915405,4.103043556213379
0,97,47.0,0.24514798820018768,1.1210206747055054,0.7123974561691284,3.7715556621551514
0,98,12.0,0.375908225774765,1.184442162513733,0.9435896277427673,4.951162815093994
0,99,7.0,0.24727550148963928,1.2010482549667358,0.7769651412963867,3.9913558959960938
0,100,21.0,0.3139892816543579,1.2821322679519653,0.7447747588157654,4.341628074645996
0,101,20.0,0.06675014644861221,1.003509759902954,0.10620355606079102,1.5496675968170166
0,102,57.0,0.29348018765449524,2.0691821575164795,0.706498384475708,4.94957971572876
0,103,40.0,0.2265414446592331,1.1624462604522705,0.7664957642555237,3.8281450271606445
0,104,63.0,0.24287350475788116,1.041132926940918,0.7666696310043335,3.78883957862854
0,105,38.0,0.22515080869197845,1.386489748954773,0.9287031292915344,4.369649887084961
0,106,52.0,0.20014052093029022,1.0297967195510864,0.780854344367981,3.59220814704895
0,107,54.0,0.19221210479736328,1.0922576189041138,0.6471211910247803,3.347560405731201
0,108,50.0,0.1986018419265747,1.4036325216293335,0.6629663705825806,3.722574472427368
0,109,13.0,0.2863418757915497,1.0528932809829712,1.0500309467315674,4.584664344787598
0,110,37.0,0.24205102026462555,1.1539592742919922,0.8247522115707397,4.013718605041504
0,111,12.0,0.19842217862606049,1.1593906879425049,0.7095755338668823,3.570652723312378
0,112,4.0,0.18768459558486938,0.9160944223403931,0.5959193706512451,3.046356201171875
