epoch,step,train/cardinality_error_step,train/loss_bbox_step,train/loss_ce_step,train/loss_giou_step,train/loss_step
0,0,78.25,0.45206186175346375,2.516512632369995,1.2016315460205078,7.180085182189941
0,1,72.0,0.26877087354660034,2.439774751663208,1.1745212078094482,6.132671356201172
0,2,78.5,0.2877785861492157,2.1597530841827393,0.8984403610229492,5.395526885986328
0,3,47.25,0.27048370242118835,1.9209685325622559,1.194225788116455,5.661838531494141
0,4,31.25,0.2723456919193268,1.9194732904434204,1.097955584526062,5.477112770080566
0,5,45.0,0.3339986801147461,1.9912424087524414,1.0293017625808716,5.719839096069336
0,6,54.75,0.26804786920547485,1.8518809080123901,1.1606652736663818,5.513450622558594
0,7,51.5,0.2845229208469391,1.6050900220870972,0.9954598546028137,5.018624305725098
0,8,70.0,0.3194473087787628,1.7356743812561035,0.8739824891090393,5.080875873565674
0,9,70.5,0.24394474923610687,1.4007384777069092,1.0243017673492432,4.669065475463867
0,10,61.0,0.3278786540031433,1.5610944032669067,1.1939833164215088,5.588454246520996
0,11,64.75,0.21906016767024994,1.3361791372299194,0.8936302065849304,4.218740463256836
0,12,72.25,0.2289939671754837,1.256474494934082,0.9219996929168701,4.245443820953369
0,13,53.0,0.18676140904426575,1.736453652381897,0.8716882467269897,4.413637161254883
0,14,80.5,0.21641139686107635,1.262572169303894,0.8655129671096802,4.075654983520508
0,15,68.75,0.2093861848115921,1.3816202878952026,0.8657777905464172,4.160106658935547
0,16,86.5,0.2462037354707718,1.3542956113815308,0.8878275752067566,4.360969543457031
0,17,73.75,0.19784830510616302,1.2290493249893188,0.8848581314086914,3.988007068634033
0,18,81.5,0.2701836824417114,1.4942229986190796,0.8455896377563477,4.536320686340332
0,19,87.0,0.21111874282360077,1.579342246055603,0.686119794845581,4.007175445556641
0,20,70.5,0.23091669380664825,1.2500556707382202,0.8814051151275635,4.167449474334717
0,21,65.5,0.26333117485046387,1.3389997482299805,0.8520032167434692,4.359662055969238
0,22,57.5,0.2383030652999878,1.3198732137680054,0.8535481095314026,4.218484878540039
0,23,48.0,0.22469642758369446,1.5046807527542114,0.8019914031028748,4.2321457862854
0,24,44.25,0.19574929773807526,1.2786579132080078,0.8023779392242432,3.8621602058410645
0,25,48.25,0.19096677005290985,1.466986894607544,0.8937334418296814,4.209287643432617
0,26,63.5,0.21101924777030945,1.233261227607727,0.8446986079216003,3.977754592895508
0,27,66.75,0.21748040616512299,1.4368940591812134,0.9022796154022217,4.328855514526367
0,28,71.25,0.23406526446342468,1.1697485446929932,0.8213117718696594,3.982698440551758
0,29,68.5,0.1930018812417984,1.4943790435791016,0.8874272108078003,4.234242916107178
0,30,67.25,0.1792038083076477,1.1692627668380737,0.8419368863105774,3.7491555213928223
0,31,65.0,0.252998024225235,1.213818073272705,0.8925052285194397,4.263818740844727
0,32,78.25,0.22342441976070404,1.247967004776001,0.8377878665924072,4.0406646728515625
0,33,78.75,0.2326638400554657,1.2049084901809692,0.776767373085022,3.921762466430664
0,34,76.5,0.19309353828430176,1.3932011127471924,0.753051221370697,3.8647713661193848
0,35,72.0,0.20392027497291565,1.0242655277252197,0.7726436257362366,3.5891542434692383
0,36,55.25,0.22304868698120117,1.2590819597244263,0.8500855565071106,4.074496269226074
0,37,48.75,0.22163087129592896,1.2432546615600586,0.8473249673843384,4.046058654785156
0,38,55.25,0.21687225997447968,1.3930593729019165,0.88641756772995,4.250256061553955
